5.000000000000000971e-02 6.938893903907228378e-18
1.000000000000000194e-01 1.387778780781445676e-17
1.499999999999999944e-01 0.000000000000000000e+00
2.000000000000000389e-01 2.775557561562891351e-17
2.500000000000000000e-01 0.000000000000000000e+00
6.166666666666666963e-01 4.478342947514801220e-01
9.833333333333333925e-01 4.478342947514801220e-01
1.016666666666666607e+00 4.365266951236265180e-01
1.050000000000000044e+00 4.262237284181473740e-01
1.099999999999999867e+00 4.262237284181473740e-01
1.149999999999999911e+00 4.262237284181473740e-01
1.516666666666666607e+00 4.714045207910320945e-02
1.550000000000000044e+00 7.071067811865482111e-02
1.583333333333333259e+00 9.428090415820632175e-02
1.616666666666666474e+00 1.178511301977579195e-01
1.633333333333333526e+00 1.312334645668635225e-01
1.666666666666666741e+00 1.545603082582617804e-01
1.683333333333333348e+00 1.699673171197595423e-01
1.699999999999999956e+00 1.870828693386970554e-01
1.716666666666666785e+00 2.054804667656325579e-01
1.733333333333333393e+00 2.248456260538673757e-01
1.750000000000000000e+00 2.449489742783177715e-01
1.766666666666666607e+00 2.656229575084871897e-01
1.783333333333333215e+00 2.867441755680875115e-01
1.800000000000000044e+00 3.082207001484489339e-01
2.133333333333333304e+00 7.641262257565101246e-01
2.149999999999999911e+00 7.874007874011811348e-01
2.166666666666666519e+00 8.106924338010205178e-01
2.166666666666666519e+00 8.106924338010205178e-01
2.183333333333333126e+00 8.339997335464536254e-01
2.183333333333333126e+00 8.339997335464536254e-01
2.200000000000000178e+00 8.573214099741122141e-01
2.200000000000000178e+00 8.573214099741122141e-01
2.216666666666666785e+00 8.488554385497895094e-01
2.216666666666666785e+00 8.488554385497895094e-01
2.233333333333333393e+00 8.409650541028574899e-01
2.250000000000000000e+00 8.336666000266532706e-01
2.250000000000000000e+00 8.336666000266532706e-01
2.250000000000000000e+00 8.336666000266532706e-01
2.266666666666666607e+00 8.178562764256863682e-01
2.283333333333333215e+00 8.024268744807147025e-01
2.300000000000000266e+00 7.874007874011811348e-01
2.316666666666666430e+00 7.728015412913086246e-01
2.333333333333333481e+00 7.586537784494028491e-01
2.350000000000000089e+00 7.449832212875669990e-01
2.350000000000000089e+00 7.449832212875669990e-01
2.366666666666666696e+00 7.318166133366715842e-01
2.383333333333333304e+00 7.191816336797138831e-01
2.399999999999999911e+00 7.071067811865475727e-01
2.416666666666666519e+00 6.956212251569735550e-01
2.433333333333333126e+00 6.847546194724711821e-01
2.449999999999999734e+00 6.745368781616021270e-01
2.466666666666666785e+00 6.649979114420001558e-01
2.483333333333332948e+00 6.561673228343175568e-01
2.500000000000000000e+00 6.480740698407859712e-01
2.516666666666666607e+00 6.407460928913695231e-01
2.533333333333333215e+00 6.342099196813483220e-01
2.550000000000000266e+00 6.284902544988266726e-01
2.566666666666666430e+00 6.236095644623235179e-01
2.583333333333333481e+00 6.195876765147034781e-01
2.933333333333333570e+00 3.681787005729086903e-01
2.949999999999999734e+00 3.488074922742725459e-01
2.966666666666666785e+00 3.299831645537221192e-01
2.983333333333332948e+00 3.118047822311617590e-01
3.000000000000000000e+00 2.943920288775948024e-01
3.016666666666667052e+00 2.778888666755510717e-01
3.033333333333333215e+00 2.624669291337270449e-01
3.050000000000000266e+00 2.483277404291889534e-01
3.050000000000000266e+00 2.483277404291889534e-01
3.050000000000000266e+00 2.483277404291889534e-01
3.066666666666666430e+00 2.357022603955158391e-01
3.083333333333333481e+00 2.248456260538673201e-01
3.100000000000000089e+00 2.160246899469286663e-01
3.100000000000000089e+00 2.160246899469286663e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.133333333333332860e+00 2.321398046197354625e-01
3.149999999999999911e+00 2.549509756796392579e-01
3.149999999999999911e+00 2.549509756796392579e-01
3.149999999999999911e+00 2.549509756796392579e-01
3.183333333333333126e+00 2.718251071716681344e-01
3.216666666666666785e+00 2.494438257849292961e-01
3.216666666666666785e+00 2.494438257849292961e-01
3.216666666666666785e+00 2.494438257849292961e-01
3.216666666666666785e+00 2.494438257849292961e-01
3.216666666666666785e+00 2.494438257849292961e-01
3.233333333333333837e+00 2.718251071716681344e-01
3.233333333333333837e+00 2.718251071716681344e-01
3.233333333333333837e+00 2.718251071716681344e-01
3.233333333333333837e+00 2.718251071716681344e-01
3.250000000000000000e+00 2.943920288775948024e-01
3.266666666666667052e+00 2.778888666755510717e-01
3.266666666666667052e+00 2.778888666755510717e-01
3.266666666666667052e+00 2.778888666755510717e-01
3.283333333333333215e+00 3.009245014211299196e-01
3.283333333333333215e+00 3.009245014211299196e-01
3.283333333333333215e+00 3.009245014211299196e-01
3.283333333333333215e+00 3.009245014211299196e-01
3.633333333333333304e+00 3.566822426505449894e-01
3.649999999999999911e+00 3.741657386773941107e-01
3.666666666666666519e+00 3.922867431979938924e-01
3.683333333333333570e+00 4.109609335312652267e-01
3.683333333333333570e+00 4.109609335312652267e-01
3.716666666666666785e+00 4.089281382128431841e-01
3.750000000000000000e+00 4.301162633521312673e-01
3.750000000000000000e+00 4.301162633521312673e-01
3.766666666666667052e+00 4.496912521077345848e-01
