3.333333333333333287e-02 2.357022603955158738e-02
3.833333333333333592e-01 4.714045207910317337e-01
4.000000000000000777e-01 4.600724580614087289e-01
4.333333333333334036e-01 4.714045207910317337e-01
7.833333333333333259e-01 4.836206042848969489e-01
1.149999999999999911e+00 4.082482904638624899e-02
1.166666666666666741e+00 6.236095644623233791e-02
1.183333333333333348e+00 6.236095644623231710e-02
1.216666666666666563e+00 4.714045207910321639e-02
1.550000000000000044e+00 4.242640687119284548e-01
1.583333333333333259e+00 4.365266951236265736e-01
1.933333333333333348e+00 4.496912521077346958e-01
1.966666666666666785e+00 4.731689855526129973e-01
1.966666666666666785e+00 4.731689855526129973e-01
1.983333333333333171e+00 4.870546398734152405e-01
2.350000000000000089e+00 7.071067811865491826e-02
2.683333333333333570e+00 4.403281604540968397e-01
2.733333333333332948e+00 4.403281604540968952e-01
2.783333333333333215e+00 4.403281604540968952e-01
2.783333333333333215e+00 4.403281604540968952e-01
2.799999999999999378e+00 4.636809247747853413e-01
2.799999999999999378e+00 4.636809247747853413e-01
2.816666666666666430e+00 4.870546398734153515e-01
2.833333333333333481e+00 5.104464277037851216e-01
2.850000000000000089e+00 4.966554808583779068e-01
2.883333333333333304e+00 4.731689855526128863e-01
2.899999999999999911e+00 4.636809247747851193e-01
2.916666666666666519e+00 4.552166761249220595e-01
2.933333333333333570e+00 4.784233364802441546e-01
2.966666666666666785e+00 4.938510796676350290e-01
2.983333333333332948e+00 5.169354139756942024e-01
3.000000000000000000e+00 5.016638981097472083e-01
3.033333333333333215e+00 5.104464277037851216e-01
3.066666666666666430e+00 5.201495511442411068e-01
3.083333333333333481e+00 5.071708018234311055e-01
3.133333333333332860e+00 5.071708018234313275e-01
3.149999999999999911e+00 5.307227776030218891e-01
3.199999999999999734e+00 5.307227776030220001e-01
3.233333333333332948e+00 5.421151989096864021e-01
3.250000000000000000e+00 5.656854249492379028e-01
3.266666666666666163e+00 5.892556509887894034e-01
3.300000000000000266e+00 5.656854249492379028e-01
3.333333333333333481e+00 5.778311941119906869e-01
3.366666666666667140e+00 5.892556509887896254e-01
3.399999999999999911e+00 5.656854249492381248e-01
3.416666666666666519e+00 5.542763049438631517e-01
3.416666666666666519e+00 5.542763049438631517e-01
3.433333333333333570e+00 5.421151989096866242e-01
3.449999999999999734e+00 5.656854249492381248e-01
3.449999999999999734e+00 5.656854249492381248e-01
